cnpj;dt_abertura;matriz.empresaMatriz;cd_cnae_principal;de_cnae_principal;de_ramo_atividade;de_setor;endereco_cep;endereco_municipio;endereco_uf;endereco_regiao;endereco_mesorregiao;situacao_cadastral
37060101000168;2020-05-04;true;5612100;SERVICOS AMBULANTES DE ALIMENTACAO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;08665400;SUZANO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
33595347000183;2019-05-12;true;5320201;SERVICOS DE MALOTE NAO REALIZADOS PELO CORREIO NACIONAL;TRANSPORTE;SERVICOS;35164152;IPATINGA;MG;SUDESTE;VALE DO RIO DOCE;ATIVA
23152533000194;2015-08-26;true;4399103;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;35430249;PONTE NOVA;MG;SUDESTE;ZONA DA MATA;ATIVA
08475561000159;2006-11-30;true;4330404;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;38190000;SACRAMENTO;MG;SUDESTE;TRIANGULO MINEIRO ALTO PARANAIBA;ATIVA
97031348000188;1993-10-19;true;4511102;COMERCIO A VAREJO DE AUTOMOVEIS CAMIONETAS E UTILITARIOS USADOS;VAREJO;COMERCIO;93180000;PORTAO;RS;SUL;METROPOLITANA DE PORTO ALEGRE;ATIVA
46961435000446;2022-08-09;false;9329804;EXPLORACAO DE JOGOS ELETRONICOS RECREATIVOS;SERVICOS DIVERSOS;SERVICOS;05777970;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
41287540000185;2021-03-19;true;5819100;EDICAO DE CADASTROS LISTAS E DE OUTROS PRODUTOS GRAFICOS;TELECOM;SERVICOS;01415001;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
36599804000104;2020-03-09;true;8599603;TREINAMENTO EM INFORMATICA;SERVICOS DE EDUCACAO;SERVICOS;23010390;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA
19355856000108;2013-12-03;true;8630503;ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS;SERVICOS DE SAUDE;SERVICOS;12010810;TAUBATE;SP;SUDESTE;VALE DO PARAIBA PAULISTA;ATIVA
13314934000140;2011-02-28;true;4772500;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;VAREJO;COMERCIO;29360000;CASTELO;ES;SUDESTE;SUL ESPIRITO SANTENSE;ATIVA
32613321000158;2019-01-30;true;5620104;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;25035130;DUQUE DE CAXIAS;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA
34971607000130;2019-09-24;true;4724500;COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS;VAREJO;COMERCIO;08663540;SUZANO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
44622138000106;2021-12-17;true;6911701;SERVICOS ADVOCATICIOS DISPENSADA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;38412102;UBERLANDIA;MG;SUDESTE;TRIANGULO MINEIRO ALTO PARANAIBA;ATIVA
36922224000106;2020-04-13;true;5620104;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;55900000;GOIANA;PE;NORDESTE;MATA PERNAMBUCANA;ATIVA
27426879000194;2017-03-30;true;4330404;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;04424090;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
47618703000141;2022-08-18;true;5620104;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;24716453;SAO GONCALO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA
38652197000116;2020-09-22;true;4399103;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;75825000;APORE;GO;CENTRO-OESTE;SUL GOIANO;ATIVA
43549598000185;2021-09-16;true;4723700;COMERCIO VAREJISTA DE BEBIDAS;VAREJO;COMERCIO;08490009;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
22968046000131;2015-07-31;true;7112000;SERVICOS DE ENGENHARIA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;56302430;PETROLINA;PE;NORDESTE;SAO FRANCISCO PERNAMBUCANO;ATIVA
23257377000126;2015-09-11;true;4723700;COMERCIO VAREJISTA DE BEBIDAS;VAREJO;COMERCIO;41100025;SALVADOR;BA;NORDESTE;METROPOLITANA DE SALVADOR;ATIVA
34359391000157;2019-07-29;true;4330405;APLICACAO DE REVESTIMENTOS E DE RESINAS EM INTERIORES E EXTERIORES;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;30510740;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;ATIVA
48078088000190;2022-09-26;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;14500000;ITUVERAVA;SP;SUDESTE;RIBEIRAO PRETO;ATIVA
48065492000120;2022-09-23;true;5229099;OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NAO ESPECIFICADAS ANTERIORMENTE;TRANSPORTE;SERVICOS;17400000;GARCA;SP;SUDESTE;MARILIA;ATIVA
41227332000190;2021-03-16;true;5611203;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;12445510;PINDAMONHANGABA;SP;SUDESTE;VALE DO PARAIBA PAULISTA;ATIVA
22266335000199;2015-04-16;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;06016060;OSASCO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
25337572000191;2016-08-01;true;4759899;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;59022310;NATAL;RN;NORDESTE;LESTE POTIGUAR;ATIVA
46842406000112;2022-06-20;true;5819100;EDICAO DE CADASTROS LISTAS E DE OUTROS PRODUTOS GRAFICOS;TELECOM;SERVICOS;26325170;QUEIMADOS;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA
01637895003239;2009-07-30;false;4399199;SERVICOS ESPECIALIZADOS PARA CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;11730000;MONGAGUA;SP;SUDESTE;LITORAL SUL PAULISTA;ATIVA
10868682000102;2008-10-30;true;8112500;CONDOMINIOS PREDIAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;18044110;SOROCABA;SP;SUDESTE;MACRO METROPOLITANA PAULISTA;ATIVA
14882442000113;2012-01-16;true;4399103;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;13360000;CAPIVARI;SP;SUDESTE;PIRACICABA;ATIVA
14537572000119;2011-08-05;true;9313100;ATIVIDADES DE CONDICIONAMENTO FISICO;SERVICOS DIVERSOS;SERVICOS;08773380;MOGI DAS CRUZES;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
29862467000122;2018-02-14;true;9312300;CLUBES SOCIAIS ESPORTIVOS E SIMILARES;SERVICOS DIVERSOS;SERVICOS;88160970;BIGUACU;SC;SUL;GRANDE FLORIANOPOLIS;ATIVA
38118053000184;2020-08-17;true;4744001;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;VAREJO;COMERCIO;13563310;SAO CARLOS;SP;SUDESTE;ARARAQUARA;ATIVA
40432544039868;2011-10-10;false;4752100;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO;VAREJO;COMERCIO;80230010;CURITIBA;PR;SUL;METROPOLITANA DE CURITIBA;ATIVA
12848537000780;2007-10-24;false;4930202;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL;TRANSPORTE;SERVICOS;53700000;ITAPISSUMA;PE;NORDESTE;METROPOLITANA DE RECIFE;ATIVA
47217654000135;2022-07-20;true;4782201;COMERCIO VAREJISTA DE CALCADOS;VAREJO;COMERCIO;32655505;BETIM;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;ATIVA
20477090000113;2014-06-20;true;0133499;CULTIVO DE FRUTAS DE LAVOURA PERMANENTE NAO ESPECIFICADAS ANTERIORMENTE;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;16800000;MIRANDOPOLIS;SP;SUDESTE;ARACATUBA;ATIVA
27489721000163;2017-04-07;true;7911200;AGENCIAS DE VIAGENS;SERVICOS ADMINISTRATIVOS;SERVICOS;03590060;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
38092171000160;2020-08-14;true;8599605;CURSOS PREPARATORIOS PARA CONCURSOS;SERVICOS DE EDUCACAO;SERVICOS;65903270;IMPERATRIZ;MA;NORDESTE;OESTE MARANHENSE;ATIVA
42615882000140;2021-07-07;true;6622300;CORRETORES E AGENTES DE SEGUROS DE PLANOS DE PREVIDENCIA COMPLEMENTAR E DE SAUDE;BENS DE CAPITAL;SERVICOS;83560000;ITAPERUCU;PR;SUL;METROPOLITANA DE CURITIBA;ATIVA
42781111000122;2021-07-20;true;4772500;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;VAREJO;COMERCIO;56800000;AFOGADOS DA INGAZEIRA;PE;NORDESTE;SERTAO PERNAMBUCANO;ATIVA
37059422000142;2020-05-04;true;5620104;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;17209250;JAU;SP;SUDESTE;BAURU;ATIVA
19701418000154;2014-02-12;true;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;VAREJO;COMERCIO;68557080;XINGUARA;PA;NORTE;SUDESTE PARAENSE;ATIVA
37412679000136;2020-06-15;true;8650003;ATIVIDADES DE PSICOLOGIA E PSICANALISE;SERVICOS DE SAUDE;SERVICOS;12140000;SAO LUIZ DO PARAITINGA;SP;SUDESTE;VALE DO PARAIBA PAULISTA;ATIVA
00681725000192;1995-06-06;true;4761003;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;VAREJO;COMERCIO;07061003;GUARULHOS;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
23404921000115;2015-10-04;true;4751201;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;VAREJO;COMERCIO;72415200;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA
41965727000190;2021-05-17;true;4929901;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS SOB REGIME DE FRETAMENTO MUNICIPAL;TRANSPORTE;SERVICOS;36884172;MURIAE;MG;SUDESTE;ZONA DA MATA;ATIVA
28371156000106;2017-08-08;true;6920601;ATIVIDADES DE CONTABILIDADE;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;85813150;CASCAVEL;PR;SUL;OESTE PARANAENSE;ATIVA
08426091000133;2006-11-09;true;0116499;CULTIVO DE OUTRAS OLEAGINOSAS DE LAVOURA TEMPORARIA NAO ESPECIFICADAS ANTERIORMENTE;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;13256728;ITATIBA;SP;SUDESTE;MACRO METROPOLITANA PAULISTA;ATIVA
29286741000162;2017-12-18;true;2071100;FABRICACAO DE TINTAS VERNIZES ESMALTES E LACAS;QUIMICA-PETROQUIMICA;INDUSTRIA;13278180;VALINHOS;SP;SUDESTE;CAMPINAS;ATIVA
90347840004105;2001-12-13;false;4329103;INSTALACAO MANUTENCAO E REPARACAO DE ELEVADORES ESCADAS E ESTEIRAS ROLANTES;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;12243630;SAO JOSE DOS CAMPOS;SP;SUDESTE;VALE DO PARAIBA PAULISTA;ATIVA
35449556000144;2019-11-07;true;4772500;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;VAREJO;COMERCIO;03023000;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
19059247000101;2013-10-13;true;9511800;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;04029100;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
38350413000179;2020-09-04;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;96570000;CACAPAVA DO SUL;RS;SUL;SUDESTE RIO GRANDENSE;ATIVA
40986014000140;2021-02-24;true;8599699;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DE EDUCACAO;SERVICOS;85868140;FOZ DO IGUACU;PR;SUL;OESTE PARANAENSE;ATIVA
22342826000171;2015-04-28;true;4930201;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS MUNICIPAL;TRANSPORTE;SERVICOS;17213520;JAU;SP;SUDESTE;BAURU;ATIVA
32450214000156;2019-01-15;true;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS MINIMERCADOS MERCEARIAS E ARMAZENS;VAREJO;COMERCIO;12414020;PINDAMONHANGABA;SP;SUDESTE;VALE DO PARAIBA PAULISTA;ATIVA
70089032000190;1994-05-04;true;5510801;HOTEIS;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;55293555;GARANHUNS;PE;NORDESTE;AGRESTE PERNAMBUCANO;ATIVA
10303149000101;2008-08-27;true;9001999;ARTES CENICAS ESPETACULOS E ATIVIDADES COMPLEMENTARES NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DIVERSOS;SERVICOS;55490000;ALTINHO;PE;NORDESTE;AGRESTE PERNAMBUCANO;ATIVA
13666432000188;2011-05-18;true;9609299;OUTRAS ATIVIDADES DE SERVICOS PESSOAIS NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DIVERSOS;SERVICOS;78010300;CUIABA;MT;CENTRO-OESTE;CENTRO SUL MATO GROSSENSE;ATIVA
32027345000125;2018-11-14;true;4757100;COMERCIO VAREJISTA ESPECIALIZADO DE PECAS E ACESSORIOS PARA APARELHOS ELETROELETRONICOS PARA USO DOMESTICO EXCETO INFORMATICA E COMUNICACAO;VAREJO;COMERCIO;57074050;MACEIO;AL;NORDESTE;LESTE ALAGOANO;ATIVA
13649820000150;2011-05-16;true;1412602;CONFECCAO SOB MEDIDA DE PECAS DO VESTUARIO EXCETO ROUPAS INTIMAS;BENS DE CONSUMO;INDUSTRIA;63010020;JUAZEIRO DO NORTE;CE;NORDESTE;SUL CEARENSE;ATIVA
46651560000107;2022-06-03;true;7319002;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;75391853;TRINDADE;GO;CENTRO-OESTE;CENTRO GOIANO;ATIVA
39252030000120;2020-09-30;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;08500400;FERRAZ DE VASCONCELOS;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
26341384000108;2016-10-13;true;4782201;COMERCIO VAREJISTA DE CALCADOS DISPENSADA;VAREJO;COMERCIO;14403768;FRANCA;SP;SUDESTE;RIBEIRAO PRETO;ATIVA
28481574000148;2017-08-23;true;1412601;CONFECCAO DE PECAS DE VESTUARIO EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;BENS DE CONSUMO;INDUSTRIA;89209467;JOINVILLE;SC;SUL;NORTE CATARINENSE;ATIVA
46530844000145;2022-05-25;true;4330404;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;77405110;GURUPI;TO;NORTE;OCIDENTAL DO TOCANTINS;ATIVA
45001329000105;2022-01-25;true;1413403;FACCAO DE ROUPAS PROFISSIONAIS;BENS DE CONSUMO;INDUSTRIA;37476000;CRISTINA;MG;SUDESTE;SUL SUDOESTE DE MINAS;ATIVA
46918529000190;2022-06-27;true;4759899;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;08582030;ITAQUAQUECETUBA;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
45314733000139;2022-02-16;true;3314799;MANUTENCAO E REPARACAO DE OUTRAS MAQUINAS E EQUIPAMENTOS PARA USOS INDUSTRIAIS NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS DIVERSOS;SERVICOS;89205710;JOINVILLE;SC;SUL;NORTE CATARINENSE;ATIVA
45321984000140;2022-02-16;true;5819100;EDICAO DE CADASTROS LISTAS E DE OUTROS PRODUTOS GRAFICOS;TELECOM;SERVICOS;73040134;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA
45342657000175;2022-02-17;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;69099464;MANAUS;AM;NORTE;CENTRO AMAZONENSE;ATIVA
45830504000177;2022-03-29;true;2539001;SERVICOS DE USINAGEM TORNEARIA E SOLDA;SIDERURGICA-METALURGIA;INDUSTRIA;36788000;ITAMARATI DE MINAS;MG;SUDESTE;ZONA DA MATA;ATIVA
38257415000118;2020-08-28;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;26115230;BELFORD ROXO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA
37293689000108;2020-06-02;true;5620104;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;21832370;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA
35908939000133;2020-01-07;true;4520005;SERVICOS DE LAVAGEM LUBRIFICACAO E POLIMENTO DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;11347150;SAO VICENTE;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
36627864000185;2020-03-10;true;4321500;INSTALACAO E MANUTENCAO ELETRICA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;79036230;CAMPO GRANDE;MS;CENTRO-OESTE;CENTRO NORTE DE MATO GROSSO DO SUL;ATIVA
27603020000537;2021-04-08;false;8541400;EDUCACAO PROFISSIONAL DE NIVEL TECNICO;SERVICOS DE EDUCACAO;SERVICOS;14150000;SERRANA;SP;SUDESTE;RIBEIRAO PRETO;ATIVA
46412370000137;2022-05-16;true;9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;SERVICOS DIVERSOS;SERVICOS;06380021;CARAPICUIBA;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
07636221000108;2005-10-07;true;4744001;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;VAREJO;COMERCIO;17012621;BAURU;SP;SUDESTE;BAURU;ATIVA
03670686000116;2000-02-29;true;8299799;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS ADMINISTRATIVOS;SERVICOS;69030130;MANAUS;AM;NORTE;CENTRO AMAZONENSE;ATIVA
30364769004309;2021-04-05;false;5590603;PENSOES ALOJAMENTO DISPENSADA;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;38412100;UBERLANDIA;MG;SUDESTE;TRIANGULO MINEIRO ALTO PARANAIBA;ATIVA
46986040000155;2022-07-01;true;4930204;TRANSPORTE RODOVIARIO DE MUDANCAS;TRANSPORTE;SERVICOS;95211262;VACARIA;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA
23244006002900;2021-01-18;false;4721104;COMERCIO VAREJISTA DE DOCES BALAS BOMBONS E SEMELHANTES;VAREJO;COMERCIO;30180915;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;ATIVA
42114622000190;2021-05-27;true;4520001;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;82840350;CURITIBA;PR;SUL;METROPOLITANA DE CURITIBA;ATIVA
26782462000100;2017-01-02;true;8130300;ATIVIDADES PAISAGISTICAS;SERVICOS ADMINISTRATIVOS;SERVICOS;15900057;TAQUARITINGA;SP;SUDESTE;RIBEIRAO PRETO;ATIVA
42604628000146;2021-07-06;true;4520005;SERVICOS DE LAVAGEM LUBRIFICACAO E POLIMENTO DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;75250683;SENADOR CANEDO;GO;CENTRO-OESTE;CENTRO GOIANO;ATIVA
25150464000105;2016-07-06;true;4399101;ADMINISTRACAO DE OBRAS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;38500000;MONTE CARMELO;MG;SUDESTE;TRIANGULO MINEIRO ALTO PARANAIBA;ATIVA
12983616000109;2010-12-09;true;4330404;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;19804320;ASSIS;SP;SUDESTE;ASSIS;ATIVA
27623878000130;2017-04-28;true;6822600;GESTAO E ADMINISTRACAO DA PROPRIEDADE IMOBILIARIA;SERVICOS ADMINISTRATIVOS;SERVICOS;32017235;CONTAGEM;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;ATIVA
29222081000156;2017-12-06;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;37190000;TRES PONTAS;MG;SUDESTE;SUL SUDOESTE DE MINAS;ATIVA
25213182000100;1989-07-18;true;9430800;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;SERVICOS DIVERSOS;SERVICOS;39568000;NOVORIZONTE;MG;SUDESTE;NORTE DE MINAS;ATIVA
39719032000187;2020-11-09;true;7319002;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;73401306;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA
45516155000113;2022-03-04;true;8630503;ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS;SERVICOS DE SAUDE;SERVICOS;80240240;CURITIBA;PR;SUL;METROPOLITANA DE CURITIBA;ATIVA
82341918000169;1990-12-07;true;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS MINIMERCADOS MERCEARIAS E ARMAZENS;VAREJO;COMERCIO;83328300;PINHAIS;PR;SUL;METROPOLITANA DE CURITIBA;ATIVA
32480987000185;2019-01-17;true;2543800;FABRICACAO DE FERRAMENTAS;SIDERURGICA-METALURGIA;INDUSTRIA;16204156;BIRIGUI;SP;SUDESTE;ARACATUBA;ATIVA
26665186000191;2016-12-05;true;4684299;COMERCIO ATACADISTA DE OUTROS PRODUTOS QUIMICOS E PETROQUIMICOS NAO ESPECIFICADOS ANTERIORMENTE;ATACADO;COMERCIO;68501170;MARABA;PA;NORTE;SUDESTE PARAENSE;ATIVA
19352382000140;2013-11-13;true;9491000;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;SERVICOS DIVERSOS;SERVICOS;45203696;JEQUIE;BA;NORDESTE;CENTRO SUL BAIANO;ATIVA
38561427000131;2020-09-18;true;8211300;SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO;SERVICOS ADMINISTRATIVOS;SERVICOS;55680000;BONITO;PE;NORDESTE;AGRESTE PERNAMBUCANO;ATIVA
37030886000126;2020-04-29;true;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS MINIMERCADOS MERCEARIAS E ARMAZENS;VAREJO;COMERCIO;84300000;TIBAGI;PR;SUL;CENTRO ORIENTAL PARANAENSE;ATIVA
40693451000176;2021-02-03;true;8599699;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DE EDUCACAO;SERVICOS;25815114;TRES RIOS;RJ;SUDESTE;CENTRO FLUMINENSE;ATIVA
21545236000183;2014-12-10;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;11015210;SANTOS;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
44788127000192;2022-01-07;true;8593700;ENSINO DE IDIOMAS;SERVICOS DE EDUCACAO;SERVICOS;19806281;ASSIS;SP;SUDESTE;ASSIS;ATIVA
44104153000154;2021-11-03;true;7319002;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;27288090;VOLTA REDONDA;RJ;SUDESTE;SUL FLUMINENSE;ATIVA
42866567000195;2021-07-26;true;9512600;REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE COMUNICACAO;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;24451230;SAO GONCALO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA
47454909000183;2022-08-08;true;1422300;FABRICACAO DE ARTIGOS DO VESTUARIO PRODUZIDOS EM MALHARIAS E TRICOTAGENS EXCETO MEIAS;BENS DE CONSUMO;INDUSTRIA;13802469;MOGI MIRIM;SP;SUDESTE;CAMPINAS;ATIVA
47478355000154;2022-08-09;true;4789007;COMERCIO VAREJISTA DE EQUIPAMENTOS PARA ESCRITORIO;VAREJO;COMERCIO;63041690;JUAZEIRO DO NORTE;CE;NORDESTE;SUL CEARENSE;ATIVA
44474601000101;2021-12-03;true;5620104;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;29302270;CACHOEIRO DE ITAPEMIRIM;ES;SUDESTE;SUL ESPIRITO SANTENSE;ATIVA
47506668000179;2022-08-10;true;4723700;COMERCIO VAREJISTA DE BEBIDAS;VAREJO;COMERCIO;28893158;RIO DAS OSTRAS;RJ;SUDESTE;BAIXADAS;ATIVA
37774005000181;2020-07-18;true;8630504;ATIVIDADE ODONTOLOGICA;SERVICOS DE SAUDE;SERVICOS;08674170;SUZANO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
